Ad_ID,Campaign_Name,Clicks,Impressions,Cost,Leads,Conversions,Conversion Rate,Sale_Amount,Ad_Date,Location,Device,Keyword,CTR,CPC,CPL,ROAS
A2865,data analytics course,167,5145,183.22,19,9,0.054,1021,,Hyderabad,desktop,online data analytic,0.032458698,1.097125749,9.643157895,5.572535749
A2866,data analytics course,132,3725,196.98,16,6,0.045,1094,01-11-2024,Delhi,desktop,analytics for data,0.035436242,1.492272727,12.31125,5.553863336
A2867,data analytics course,93,4962,181.34,22,4,0.043,1100,30-11-2024,Hyderabad,desktop,analytics for data,0.018742443,1.949892473,8.242727273,6.065953458
A2868,data analytics course,149,3055,228.17,18,7,0.05,1382,,Delhi,desktop,learn data analytics,0.048772504,1.531342282,12.67611111,6.056887409
A2869,data analytics course,184,4425,221.83,30,6,0.033,1956,,Hyderabad,tablet,data analitics online,0.041581921,1.205597826,7.394333333,8.817562999
A2870,data analytics course,192,3755,215.57,16,4,0.021,1805,,Pune,desktop,learn data analytics,0.051131824,1.122760417,13.473125,8.373150253
A2871,data analytics course,115,4832,237.18,24,5,0.043,1737,,Delhi,tablet,data analitics online,0.023799669,2.062434783,9.8825,7.323551733
A2872,data analytics course,81,3224,239.58,18,10,0.123,1229,27-11-2024,Hyderabad,tablet,online data analytic,0.025124069,2.957777778,13.31,5.129810502
A2873,data analytics course,119,5809,224.5,11,7,0.059,1736,,Hyderabad,mobile,analytics for data,0.020485454,1.886554622,20.40909091,7.732739421
A2874,data analytics course,169,4027,193.86,22,4,0.033,1387,,Pune,desktop,data analitics online,0.041966725,1.147100592,8.811818182,7.154647684
A2875,data analytics course,103,5900,231.39,24,10,0.097,1963,02-11-2024,Hyderabad,mobile,data anaytics training,0.017457627,2.246504854,9.64125,8.483512684
A2876,data analytics course,90,3518,216.8,21,4,0.044,1781,,Hyderabad,mobile,learn data analytics,0.025582717,2.408888889,10.32380952,8.214944649
A2877,data analytics course,184,4238,228.49,26,10,0.046,1003,,Pune,tablet,learn data analytics,0.043416706,1.241793478,8.788076923,4.389688827
A2878,data analytics course,143,5160,248.04,21,10,0.038,1780,,Pune,mobile,data analitics online,0.027713178,1.734545455,11.81142857,7.176261893
A2879,data analytics course,123,4753,203.59,29,10,0.081,1959,15-11-2024,Delhi,mobile,data anaytics training,0.025878393,1.655203252,7.020344828,9.622280073
A2880,data analytics course,155,4969,190.87,25,5,0.032,1807,,Pune,tablet,data anaytics training,0.031193399,1.231419355,7.6348,9.467176612
A2881,data analytics course,140,4415,240.95,13,8,0.057,1579,,Hyderabad,mobile,data anaytics training,0.031710079,1.721071429,18.53461538,6.553226811
A2882,data analytics course,110,3931,193.32,20,4,0.046,1088,,Delhi,mobile,data anaytics training,0.027982702,1.757454545,9.666,5.627974343
A2883,data analytics course,103,4409,246.87,18,8,0.078,1136,,Delhi,desktop,online data analytic,0.023361306,2.396796117,13.715,4.601612185
A2884,data analytics course,127,5064,195.07,22,10,0.079,1521,,Delhi,mobile,learn data analytics,0.025078989,1.535984252,8.866818182,7.797201005
A2885,data analytics course,151,3905,191.4,20,10,0.048,1342,,Delhi,desktop,data analytics course,0.038668374,1.267549669,9.57,7.011494253
A2886,data analytics course,191,4710,214.24,15,6,0.042,1080,,Hyderabad,desktop,data analytics course,0.040552017,1.121675393,14.28266667,5.041075429
A2887,data analytics course,177,3869,198.88,23,4,0.046,1909,,Hyderabad,desktop,data analytics course,0.045748255,1.123615819,8.646956522,9.598753017
A2888,data analytics course,122,3760,233.47,22,7,0.057,1785,,Hyderabad,desktop,analytics for data,0.032446809,1.913688525,10.61227273,7.645521909
A2889,data analytics course,99,3979,188.54,16,4,0.04,1244,,Hyderabad,tablet,data anaytics training,0.024880623,1.904444444,11.78375,6.598069375
A2890,data analytics course,139,3027,205.67,20,7,0.046,1593,,Pune,tablet,learn data analytics,0.045920053,1.479640288,10.2835,7.745417416
A2891,data analytics course,114,4540,185.04,10,4,0.035,1561,,Hyderabad,mobile,data analytics course,0.025110132,1.623157895,18.504,8.436013835
A2892,data analytics course,92,4466,244.46,18,6,0.039,1912,,Hyderabad,desktop,learn data analytics,0.02060009,2.657173913,13.58111111,7.821320461
A2893,data analytics course,139,4865,206.18,25,9,0.046,1836,,Delhi,desktop,data analitics online,0.028571429,1.483309353,8.2472,8.904840431
A2894,data analytics course,157,5890,221.53,27,7,0.046,1122,,Hyderabad,mobile,data anaytics training,0.026655348,1.411019108,8.204814815,5.06477678
A2895,data analytics course,91,4010,229.84,11,6,0.046,1634,,Hyderabad,mobile,analytics for data,0.022693267,2.525714286,20.89454545,7.109293422
A2896,data analytics course,91,4641,182.84,12,9,0.046,1235,25-11-2024,Hyderabad,mobile,data analitics online,0.019607843,2.009230769,15.23666667,6.754539488
A2897,data analytics course,99,5669,202.47,24,7,0.071,1862,,Hyderabad,desktop,online data analytic,0.017463397,2.045151515,8.43625,9.196424162
A2898,data analytics course,160,3000,201.69,28,9,0.056,1103,,Hyderabad,desktop,data analitics online,0.053333333,1.2605625,7.203214286,5.468788735
A2899,data analytics course,139,3979,241.3,25,10,0.046,1488,,Hyderabad,desktop,data analytics course,0.0349334,1.735971223,9.652,6.166597596
A2900,data analytics course,185,4518.5,192.6,23,5,0.027,1180,01-11-2024,Hyderabad,desktop,learn data analytics,0.040942791,1.041081081,8.373913043,6.126687435
A2901,data analytics course,137,5049,180.58,26,3,0.022,1808,,Hyderabad,desktop,data anaytics training,0.027134086,1.31810219,6.945384615,10.01218297
A2902,data analytics course,159,3662,203.93,20,4,0.025,1776,10-11-2024,Hyderabad,tablet,data analytics course,0.043418897,1.282578616,10.1965,8.708870691
A2903,data analytics course,155,5822,227.47,10,4,0.046,1373,,Pune,mobile,data analitics online,0.026623154,1.467548387,22.747,6.035960786
A2904,data analytics course,103,3762,187.11,12,9,0.046,1096,24-11-2024,Hyderabad,mobile,learn data analytics,0.027379054,1.816601942,15.5925,5.857516969
A2905,data analytics course,134,3647,209.89,21,7,0.032,1744,,Hyderabad,desktop,learn data analytics,0.036742528,1.566343284,9.994761905,8.309114298
A2906,data analytics course,128,3448,235.69,27,8,0.062,1373,,Delhi,desktop,data analytics course,0.03712297,1.841328125,8.729259259,5.825448683
A2907,data analytics course,156,3776,213.3,30,4,0.026,1013,,Pune,tablet,online data analytic,0.041313559,1.367307692,7.11,4.749179559
A2908,data analytics course,154,5763,240.35,20,10,0.046,1816,,Hyderabad,mobile,data analitics online,0.026722193,1.560714286,12.0175,7.555648013
A2909,data analytics course,176,3835,210.11,10,3,0.046,1025,,Hyderabad,tablet,data analytics course,0.04589309,1.193806818,21.011,4.87839703
A2910,data analytics course,139,4079,243.8,23,6,0.047,1909,29-11-2024,Pune,tablet,learn data analytics,0.03407698,1.753956835,10.6,7.830188679
A2911,data analytics course,182,4444,188.86,19,9,0.045,1555,,Hyderabad,desktop,data analytics course,0.040954095,1.037692308,9.94,8.2336122
A2912,data analytics course,84,3859,182.85,17,8,0.095,1145,,Pune,mobile,data anaytics training,0.021767297,2.176785714,10.75588235,6.261963358
A2913,data analytics course,192,3752,240.61,23,8,0.042,1504,,Hyderabad,desktop,data analytics course,0.051172708,1.253177083,10.46130435,6.250779269
A2914,data analytics course,133,5487,243.45,22,7,0.053,1059,18-11-2024,Delhi,desktop,data analitics online,0.024239111,1.830451128,11.06590909,4.349969193
A2915,data analytics course,81,4864,238.27,15,7,0.086,1278,,Hyderabad,desktop,analytics for data,0.016652961,2.941604938,15.88466667,5.363663071
A2916,data analytics course,196,3834,216.22,10,3,0.046,1727,03-11-2024,Pune,mobile,data analitics online,0.051121544,1.103163265,21.622,7.987235223
A2917,data analytics course,103,5859,210.86,15,7,0.068,1079,,Pune,mobile,online data analytic,0.017579792,2.047184466,14.05733333,5.117139334
A2918,data analytics course,107,4428,187.08,28,8,0.075,1764,,Delhi,tablet,data analytics course,0.024164408,1.748411215,6.681428571,9.429121232
A2919,data analytics course,199,5649,223.62,11,4,0.02,1075,22-11-2024,Hyderabad,desktop,data analytics course,0.035227474,1.123718593,20.32909091,4.80726232
A2920,data analytics course,133,4116,248.26,14,3,0.033,1160,,Delhi,mobile,data analytics course,0.032312925,1.866616541,17.73285714,4.672520744
A2921,data analytics course,192,5026,209.89,25,9,0.046,1981,30-11-2024,Delhi,tablet,data analytics course,0.038201353,1.093177083,8.3956,9.438277193
A2922,data analytics course,189,4969,245.1,11,9,0.046,1993,,Hyderabad,tablet,online data analytic,0.038035822,1.296825397,22.28181818,8.131374949
A2923,data analytics course,197,4441,220.84,26,6,0.03,1505,,Delhi,desktop,online data analytic,0.044359379,1.121015228,8.493846154,6.814888607
A2924,data analytics course,142,4854,220.73,25,9,0.063,1891,,Delhi,desktop,data analitics online,0.029254223,1.55443662,8.8292,8.56702759
A2925,data analytics course,139,4010,238.31,12,3,0.046,1895,05-11-2024,Hyderabad,tablet,analytics for data,0.034663342,1.714460432,19.85916667,7.951827452
A2926,data analytics course,134,4790,182.49,19,5,0.06,1082,,Hyderabad,desktop,analytics for data,0.027974948,1.361865672,9.604736842,5.929092005
A2927,data analytics course,198,4953,201.7,22,8,0.046,1716,29-11-2024,Delhi,mobile,data anaytics training,0.039975772,1.018686869,9.168181818,8.50768468
A2928,data analytics course,142,4818,233.74,24,5,0.043,1575,,Hyderabad,desktop,analytics for data,0.02947281,1.646056338,9.739166667,6.738256182
A2929,data analytics course,91,4394,215.57,21,7,0.046,1926,15-11-2024,Hyderabad,tablet,online data analytic,0.020710059,2.368901099,10.2652381,8.934452846
A2930,data analytics course,81,3855,185.69,21,9,0.051,1310,,Hyderabad,desktop,learn data analytics,0.021011673,2.292469136,8.842380952,7.054768701
A2931,data analytics course,160,3781,241.99,23,3,0.019,1772,05-11-2024,Hyderabad,tablet,data analitics online,0.042316847,1.5124375,10.52130435,7.322616637
A2932,data analytics course,106,3309,217.2,25,4,0.057,1507,03-11-2024,Hyderabad,tablet,data analytics course,0.032033847,2.049056604,8.688,6.938305709
A2933,data analytics course,148,4930,211.01,24,6,0.058,1378,,Pune,mobile,data anaytics training,0.030020284,1.425743243,8.792083333,6.530496185
A2934,data analytics course,83,4830,184.98,12,10,0.12,1041,,Hyderabad,desktop,learn data analytics,0.017184265,2.228674699,15.415,5.62763542
A2935,data analytics course,89,5422,199.91,12,6,0.067,1903,,Hyderabad,desktop,data anaytics training,0.016414607,2.246179775,16.65916667,9.519283678
A2936,data analytics course,123,4658,211.76,30,3,0.024,1201,,Hyderabad,desktop,online data analytic,0.026406183,1.721626016,7.058666667,5.671514923
A2937,data analytics course,103,3249,232.85,13,4,0.039,1397,,Hyderabad,desktop,data analytics course,0.031702062,2.260679612,17.91153846,5.999570539
A2938,data analytics course,130,4393,198.66,19,7,0.054,1236,,Delhi,desktop,data analitics online,0.029592534,1.528153846,10.45578947,6.221685291
A2939,data analytics course,193,4953,243.75,14,3,0.016,1118,04-11-2024,Delhi,mobile,analytics for data,0.038966283,1.262953368,17.41071429,4.586666667
A2940,data analytics course,185,5208,227.26,16,4,0.022,1953,,Delhi,mobile,data anaytics training,0.035522273,1.228432432,14.20375,8.593681246
A2941,data analytics course,163,4114,224.8,18,8,0.046,1493,24-11-2024,Hyderabad,desktop,online data analytic,0.039620807,1.379141104,12.48888889,6.641459075
A2942,data analytics course,197,3508,181.04,20,4,0.02,1824,,Hyderabad,mobile,data anaytics training,0.056157355,0.918984772,9.052,10.07512152
A2943,data analytics course,89,5733,215.33,22,9,0.101,1323,,Hyderabad,tablet,data analitics online,0.015524158,2.419438202,9.787727273,6.144057958
A2944,data analytics course,99,3948,198.65,22,4,0.04,1444,,Delhi,mobile,data anaytics training,0.025075988,2.006565657,9.029545455,7.269066197
A2945,data analytics course,110,4488,210.69,27,10,0.046,1872,12-11-2024,Delhi,mobile,data anaytics training,0.024509804,1.915363636,7.803333333,8.885091841
A2946,data analytics course,124,4747,234.97,24,10,0.081,1505,17-11-2024,Hyderabad,desktop,online data analytic,0.026121761,1.894919355,9.790416667,6.405072988
A2947,data analytics course,120,5363,221.17,17,4,0.033,1345,,Delhi,tablet,analytics for data,0.022375536,1.843083333,13.01,6.081294932
A2948,data analytics course,97,4518.5,184.76,25,10,0.103,1505,,Hyderabad,tablet,data analitics online,0.021467301,1.904742268,7.3904,8.145702533
A2949,data analytics course,108,5611,224.38,29,8,0.074,1886,,Pune,mobile,analytics for data,0.019247906,2.077592593,7.737241379,8.405383724
A2950,data analytics course,143,4788,213.2,24,7,0.049,1359,,Pune,desktop,analytics for data,0.029866332,1.490909091,8.883333333,6.374296435
A2951,data analytics course,129,5899,216.85,15,9,0.046,1574,,Pune,desktop,data analytics course,0.021868113,1.681007752,14.45666667,7.258473599
A2952,data analytics course,165,4121,224.59,30,7,0.042,1569,03-11-2024,Delhi,mobile,data analytics course,0.040038826,1.361151515,7.486333333,6.986063493
A2953,data analytics course,155,5030,234.41,13,5,0.032,1113,,Delhi,mobile,online data analytic,0.030815109,1.512322581,18.03153846,4.748090952
A2954,data analytics course,156,3533,211.7,22,9,0.058,1399,,Hyderabad,mobile,data analytics course,0.044155109,1.357051282,9.622727273,6.608408125
A2955,data analytics course,94,5751,205.37,10,9,0.096,1155,19-11-2024,Hyderabad,tablet,data analytics course,0.016344983,2.184787234,20.537,5.623995715
A2956,data analytics course,170,5484,210.28,20,9,0.053,1319,,Hyderabad,tablet,data anaytics training,0.030999271,1.236941176,10.514,6.272588929
A2957,data analytics course,90,5457,233.5,17,9,0.1,1159,,Delhi,desktop,data analytics course,0.016492578,2.594444444,13.73529412,4.96359743
A2958,data analytics course,139,3314,215.57,26,10,0.046,1731,,Delhi,desktop,analytics for data,0.041943271,1.550863309,8.291153846,8.029874287
A2959,data analytics course,80,5808,240.44,12,4,0.036,1542,16-11-2024,Delhi,desktop,data analitics online,0.013774105,3.0055,20.03666667,6.413242389
A2960,data analytics course,166,5567,199.13,29,5,0.03,1474,08-11-2024,Hyderabad,mobile,learn data analytics,0.029818574,1.199578313,6.866551724,7.402199568
A2961,data analytics course,149,5936,246.58,14,6,0.046,1396,01-11-2024,Hyderabad,desktop,learn data analytics,0.025101078,1.654899329,17.61285714,5.661448617
A2962,data analytics course,151,4966,223.67,15,3,0.046,1411,09-11-2024,Pune,tablet,analytics for data,0.030406766,1.481258278,14.91133333,6.308400769
A2963,data analytics course,186,4790,233.42,10,3,0.046,1201,,Hyderabad,desktop,data anaytics training,0.038830898,1.254946237,23.342,5.145231771
A2964,data analytics course,143,4932,206.35,20,9,0.063,1132,,Hyderabad,desktop,data analytics course,0.028994323,1.443006993,10.3175,5.485825055
A2965,data analytics course,180,3991,200.43,10,10,0.056,1427,,Delhi,tablet,online data analytic,0.045101478,1.1135,20.043,7.119692661
A2966,data analytics course,141,3306,188.29,30,9,0.041,1561,18-11-2024,Hyderabad,tablet,analytics for data,0.042649728,1.335390071,6.276333333,8.290403102
A2967,data analytics course,80,3432,226.03,20,9,0.113,1254,,Pune,desktop,learn data analytics,0.023310023,2.825375,11.3015,5.547936115
A2968,data analytics course,152,4683,223.33,12,7,0.046,1697,,Pune,tablet,data analytics course,0.032457826,1.469276316,18.61083333,7.598620875
A2969,data analytics course,189,3635,229.08,17,9,0.048,1225,,Hyderabad,tablet,online data analytic,0.051994498,1.212063492,13.47529412,5.347476864
A2970,data analytics course,121,4638,198.88,14,6,0.046,1964,08-11-2024,Hyderabad,desktop,learn data analytics,0.026088831,1.643636364,14.20571429,9.875301689
A2971,data analytics course,140,5095,223.77,28,7,0.05,1233,,Hyderabad,tablet,learn data analytics,0.02747792,1.598357143,7.991785714,5.510122
A2972,data analytics course,183,5749,213.66,23,7,0.046,1187,,Delhi,mobile,online data analytic,0.031831623,1.167540984,9.289565217,5.555555556
A2973,data analytics course,156,3964,184.42,22,6,0.038,1893,,Hyderabad,tablet,online data analytic,0.039354188,1.182179487,8.382727273,10.26461338
A2974,data analytics course,136,5645,195.55,26,4,0.029,1773,,Hyderabad,tablet,learn data analytics,0.024092117,1.437867647,7.521153846,9.06673485
A2975,data analytics course,107,5272,223.18,16,8,0.075,1110,,Pune,desktop,learn data analytics,0.020295903,2.085794393,13.94875,4.973563939
A2976,data analytics course,86,4824,231.61,20,7,0.046,1390,10-11-2024,Hyderabad,tablet,data analitics online,0.017827529,2.693139535,11.5805,6.001467985
A2977,data analytics course,165,5455,191.75,30,5,0.03,1145,,Hyderabad,desktop,data anaytics training,0.030247479,1.162121212,6.391666667,5.971316819
A2978,data analytics course,145,3779,182.65,27,4,0.046,1364,24-11-2024,Hyderabad,tablet,analytics for data,0.038369939,1.259655172,6.764814815,7.467834656
A2979,data analytics course,99,5981,243.89,16,9,0.091,1876,11-11-2024,Pune,desktop,data analitics online,0.016552416,2.463535354,15.243125,7.691992292
A2980,data analytics course,139,5954,216.02,27,10,0.046,1880,,Delhi,desktop,data anaytics training,0.02334565,1.554100719,8.000740741,8.70289788
A2981,data analytics course,139,5055,215.57,19,8,0.058,1696,,Hyderabad,tablet,online data analytic,0.027497527,1.550863309,11.34578947,7.867514033
A2982,data analytics course,153,4524,224.15,20,4,0.026,1083,05-11-2024,Pune,tablet,learn data analytics,0.033819629,1.46503268,11.2075,4.831585992
A2983,data analytics course,184,5903,182.5,15,10,0.05,1230,25-11-2024,Hyderabad,mobile,learn data analytics,0.031170591,0.991847826,12.16666667,6.739726027
A2984,data analytics course,119,5050,180.57,12,8,0.067,1243,04-11-2024,Hyderabad,mobile,analytics for data,0.023564356,1.517394958,15.0475,6.883756992
A2985,data analytics course,109,4816,182.9,27,8,0.046,1123,,Pune,desktop,data anaytics training,0.02263289,1.677981651,6.774074074,6.139967195
A2986,data analytics course,168,4070,222.99,29,7,0.046,1733,12-11-2024,Delhi,mobile,data anaytics training,0.041277641,1.327321429,7.689310345,7.771648953
A2987,data analytics course,139,5827,190.93,14,3,0.046,1731,30-11-2024,Hyderabad,desktop,data analytics course,0.023854471,1.373597122,13.63785714,9.066149898
A2988,data analytics course,82,4922,234.82,27,10,0.033,1556,,Hyderabad,desktop,data anaytics training,0.016659894,2.863658537,8.697037037,6.626352099
A2989,data analytics course,112,4277,249.65,27,3,0.046,1953,26-11-2024,Hyderabad,tablet,data analitics online,0.026186579,2.229017857,9.246296296,7.822952133
A2990,data analytics course,99,3418,195.91,19,10,0.101,1242,,Delhi,desktop,data anaytics training,0.028964307,1.978888889,10.31105263,6.339645756
A2991,data analytics course,89,3363,220.07,26,7,0.046,1939,09-11-2024,Delhi,desktop,data analytics course,0.026464466,2.472696629,8.464230769,8.810832917
A2992,data analytics course,154,4828,233.39,24,6,0.046,1661,,Pune,tablet,learn data analytics,0.031897266,1.515519481,9.724583333,7.116843052
A2993,data analytics course,155,4135,226.66,26,7,0.057,1442,22-11-2024,Hyderabad,tablet,analytics for data,0.037484885,1.462322581,8.717692308,6.361951822
A2994,data analytics course,188,5254,190.43,27,7,0.037,1821,,Hyderabad,desktop,online data analytic,0.035782261,1.012925532,7.052962963,9.562568923
A2995,data analytics course,83,4439,232.13,28,7,0.084,1570,,Hyderabad,mobile,data anaytics training,0.018697905,2.796746988,8.290357143,6.763451514
A2996,data analytics course,127,3053,183.57,10,8,0.063,1669,,Hyderabad,tablet,data analytics course,0.041598428,1.445433071,18.357,9.091899548
A2997,data analytics course,141,5550,213.82,20,10,0.046,1545,,Delhi,tablet,data analitics online,0.025405405,1.516453901,10.691,7.225703863
A2998,data analytics course,149,4678,241.41,11,6,0.046,1106,,Pune,desktop,analytics for data,0.031851218,1.620201342,21.94636364,4.581417505
A2999,data analytics course,152,3036,210.78,12,6,0.046,1074,10-11-2024,Hyderabad,tablet,data analitics online,0.050065876,1.386710526,17.565,5.095360091
A3000,data analytics course,123,5050,247.93,11,8,0.065,1755,,Pune,tablet,analytics for data,0.024356436,2.015691057,22.53909091,7.078610898
A3001,data analytics course,137,5057,194.11,11,6,0.044,1206,,Delhi,desktop,data analytics course,0.027091161,1.416861314,17.64636364,6.212972026
A3002,data analytics course,93,5346,197.78,15,8,0.086,1036,15-11-2024,Delhi,tablet,data analitics online,0.017396184,2.126666667,13.18533333,5.238143392
A3003,data analytics course,150,5580,204.73,24,10,0.067,1505,,Hyderabad,tablet,data analytics course,0.02688172,1.364866667,8.530416667,7.351145411
A3004,data analytics course,122,3351,196.49,13,3,0.025,1362,,Hyderabad,desktop,data analytics course,0.036407043,1.61057377,15.11461538,6.931650466
A3005,data analytics course,168,3128,184.27,30,7,0.046,1957,,Hyderabad,tablet,data analytics course,0.05370844,1.096845238,6.142333333,10.62028545
A3006,data analytics course,113,4518.5,215.57,26,8,0.071,1285,,Pune,mobile,data analytics course,0.025008299,1.907699115,8.291153846,5.960940762
A3007,data analytics course,124,5402,222.16,21,7,0.059,1091,27-11-2024,Hyderabad,desktop,data anaytics training,0.022954461,1.791612903,10.57904762,4.910875045
A3008,data analytics course,95,4653,193.63,17,4,0.042,1688,,Delhi,desktop,data analytics course,0.020416935,2.038210526,11.39,8.717657388
A3009,data analytics course,185,4599,248.28,15,5,0.027,1673,,Pune,desktop,data analitics online,0.040226136,1.342054054,16.552,6.738359916
A3010,data analytics course,144,3120,221.66,24,7,0.046,1061,13-11-2024,Hyderabad,mobile,data anaytics training,0.046153846,1.539305556,9.235833333,4.786610124
A3011,data analytics course,175,3521,210.11,14,9,0.051,1140,,Pune,mobile,analytics for data,0.049701789,1.200628571,15.00785714,5.42572938
A3012,data analytics course,88,5823,246.67,12,9,0.102,1514,,Pune,mobile,data analytics course,0.015112485,2.803068182,20.55583333,6.137754895
A3013,data analytics course,90,5569,196.6,27,4,0.053,1516,,Delhi,desktop,data analitics online,0.016160891,2.184444444,7.281481481,7.711088505
A3014,data analytics course,94,4255,221.06,13,5,0.053,1623,,Hyderabad,desktop,learn data analytics,0.022091657,2.351702128,17.00461538,7.341898127
A3015,data analytics course,191,4910,232.7,14,10,0.052,1080,,Hyderabad,tablet,analytics for data,0.038900204,1.218324607,16.62142857,4.641168887
A3016,data analytics course,167,5675,222.56,15,4,0.024,1862,,Pune,tablet,analytics for data,0.029427313,1.332694611,14.83733333,8.366283249
A3017,data analytics course,136,3777,186.5,11,4,0.029,1027,05-11-2024,Hyderabad,mobile,learn data analytics,0.036007413,1.371323529,16.95454545,5.506702413
A3018,data analytics course,110,5790,215.57,23,9,0.046,1463,,Hyderabad,tablet,data analitics online,0.018998273,1.959727273,9.372608696,6.786658626
A3019,data analytics course,171,3055,215.57,26,5,0.029,1701,,Hyderabad,mobile,data anaytics training,0.055973813,1.260643275,8.291153846,7.890708355
A3020,data analytics course,134,5620,231.4,28,7,0.052,1499,29-11-2024,Hyderabad,desktop,data anaytics training,0.023843416,1.726865672,8.264285714,6.477960242
A3021,data analytics course,170,4594,193.2,27,9,0.053,1319,,Hyderabad,mobile,analytics for data,0.037004789,1.136470588,7.155555556,6.827122153
A3022,data analytics course,151,4907,248.32,10,4,0.026,1948,,Hyderabad,desktop,data analytics course,0.030772366,1.644503311,24.832,7.844716495
A3023,data analytics course,124,5437,180.54,29,7,0.046,1564,,Delhi,desktop,analytics for data,0.022806695,1.455967742,6.225517241,8.662900188
A3024,data analytics course,88,4794,242.28,11,3,0.034,1210,,Pune,mobile,data anaytics training,0.018356279,2.753181818,22.02545455,4.994221562
A3025,data analytics course,118,5326,199.76,19,8,0.068,1195,24-11-2024,Pune,tablet,analytics for data,0.022155464,1.692881356,10.51368421,5.982178614
A3026,data analytics course,160,5642,200.82,25,7,0.046,1505,,Hyderabad,mobile,learn data analytics,0.028358738,1.255125,8.0328,7.494273479
A3027,data analytics course,112,4594,236.12,29,8,0.071,1569,,Pune,mobile,data anaytics training,0.024379626,2.108214286,8.142068966,6.644926309
A3028,data analytics course,186,4352,223.95,29,3,0.016,1290,,Delhi,mobile,data anaytics training,0.042738971,1.204032258,7.722413793,5.760214334
A3029,data analytics course,139,4220,206.02,21,5,0.036,1671,,Hyderabad,desktop,learn data analytics,0.032938389,1.482158273,9.81047619,8.110863023
A3030,data analytics course,164,4909,245.06,13,3,0.045,1601,,Hyderabad,mobile,learn data analytics,0.033408026,1.494268293,18.85076923,6.533093936
A3031,data analytics course,89,3148,219.25,13,4,0.045,1533,06-11-2024,Pune,desktop,data analitics online,0.028271919,2.463483146,16.86538462,6.992018244
A3032,data analytics course,107,3105,195.46,20,10,0.037,1455,,Pune,mobile,data analitics online,0.034460548,1.826728972,9.773,7.443978308
A3033,data analytics course,179,5062,214.66,18,4,0.05,1815,,Pune,mobile,data analytics course,0.035361517,1.199217877,11.92555556,8.455231529
A3034,data analytics course,136,4096,228.79,19,10,0.039,1054,,Hyderabad,desktop,data anaytics training,0.033203125,1.682279412,12.04157895,4.606844705
A3035,data analytics course,140,4283,205.02,22,7,0.046,1674,11-11-2024,Delhi,mobile,data analytics course,0.032687369,1.464428571,9.319090909,8.165057068
A3036,data analytics course,137,4189,208.84,17,7,0.046,1211,09-11-2024,Hyderabad,mobile,online data analytic,0.032704703,1.524379562,12.28470588,5.798697568
A3037,data analytics course,199,4818,230.19,11,7,0.038,1714,08-11-2024,Hyderabad,desktop,online data analytic,0.041303445,1.156733668,20.92636364,7.446022851
A3038,data analytics course,95,5256,235.84,12,8,0.052,1324,24-11-2024,Pune,mobile,data anaytics training,0.018074581,2.482526316,19.65333333,5.613975577
A3039,data analytics course,182,3980,191.75,16,5,0.027,1050,08-11-2024,Delhi,tablet,online data analytic,0.045728643,1.053571429,11.984375,5.475880052
A3040,data analytics course,132,4359,237.12,29,3,0.046,1872,,Hyderabad,mobile,online data analytic,0.030282175,1.796363636,8.176551724,7.894736842
A3041,data analytics course,139,5326,241.7,29,5,0.036,1423,,Hyderabad,mobile,analytics for data,0.026098385,1.738848921,8.334482759,5.887463798
A3042,data analytics course,134,5614,220.52,14,6,0.036,1505,,Pune,desktop,data analitics online,0.023868899,1.645671642,15.75142857,6.824777798
A3043,data analytics course,166,3746,213.81,16,5,0.03,1750,08-11-2024,Hyderabad,mobile,data analitics online,0.044313935,1.288012048,13.363125,8.184837005
A3044,data analytics course,121,5608,219.92,19,4,0.049,1209,14-11-2024,Pune,tablet,data anaytics training,0.02157632,1.817520661,11.57473684,5.497453619
A3045,data analytics course,173,4582,204.99,17,5,0.029,1703,,Pune,desktop,data anaytics training,0.037756438,1.184913295,12.05823529,8.307722328
A3046,data analytics course,132,4438,232.68,24,7,0.046,1959,,Hyderabad,desktop,analytics for data,0.029743128,1.762727273,9.695,8.419288293
A3047,data analytics course,136,5011,236.62,25,5,0.037,1582,03-11-2024,Pune,mobile,data analytics course,0.027140291,1.739852941,9.4648,6.685825374
A3048,data analytics course,174,5864,190.45,26,5,0.045,1508,27-11-2024,Pune,mobile,data anaytics training,0.029672578,1.09454023,7.325,7.918088737
A3049,data analytics course,168,5114,186.75,10,3,0.018,1530,18-11-2024,Hyderabad,desktop,online data analytic,0.032850997,1.111607143,18.675,8.192771084
A3050,data analytics course,117,5658,191.48,13,3,0.032,1779,25-11-2024,Hyderabad,mobile,learn data analytics,0.020678685,1.636581197,14.72923077,9.29078755
A3051,data analytics course,187,4876,192.2,16,5,0.027,1396,09-11-2024,Hyderabad,tablet,analytics for data,0.038351107,1.027807487,12.0125,7.26326743
A3052,data analytics course,139,5139,212.2,20,10,0.046,1613,,Pune,tablet,online data analytic,0.027048064,1.526618705,10.61,7.60131951
A3053,data analytics course,139,5470,210.97,20,7,0.046,1928,21-11-2024,Pune,desktop,data analitics online,0.025411335,1.517769784,10.5485,9.138740105
A3054,data analytics course,112,5143,242.96,18,3,0.027,1029,,Hyderabad,mobile,data anaytics training,0.021777173,2.169285714,13.49777778,4.235265064
A3055,data analytics course,124,4518.5,209.92,15,4,0.032,1505,25-11-2024,Delhi,desktop,data analitics online,0.027442735,1.692903226,13.99466667,7.169397866
